# X, Y, Z, rho
0.034 0 0.098 0
0.035 0 0.098 0
-0.035 0 0.099 0
-0.034 0 0.099 0
-0.033 0 0.099 0
-0.032 0 0.099 0
-0.031 0 0.099 0
-0.03 0 0.099 0
-0.029 0 0.099 0
-0.028 0 0.099 0
-0.027 0 0.099 0
-0.026 0 0.099 0
-0.025 0 0.099 0
-0.024 0 0.099 0
-0.023 0 0.099 0
-0.022 0 0.099 0
-0.021 0 0.099 0
-0.02 0 0.099 0
-0.019 0 0.099 0
-0.018 0 0.099 0
-0.017 0 0.099 0
-0.016 0 0.099 0
-0.015 0 0.099 0
-0.014 0 0.099 0
-0.013 0 0.099 0
-0.012 0 0.099 0
-0.011 0 0.099 0
-0.01 0 0.099 0
-0.009 0 0.099 0
-0.008 0 0.099 0
-0.007 0 0.099 0
-0.006 0 0.099 0
-0.005 0 0.099 0
-0.004 0 0.099 0
-0.003 0 0.099 0
-0.002 0 0.099 0
-0.001 0 0.099 6.69091e-08
0 0 0.099 4.5902e-07
0.001 0 0.099 7.94064e-09
0.002 0 0.099 0
0.003 0 0.099 0
0.004 0 0.099 0
0.005 0 0.099 0
0.006 0 0.099 0
0.007 0 0.099 0
0.008 0 0.099 0
0.009 0 0.099 0
0.01 0 0.099 0
0.011 0 0.099 0
0.012 0 0.099 0
0.013 0 0.099 0
0.014 0 0.099 0
0.015 0 0.099 0
0.016 0 0.099 0
0.017 0 0.099 0
0.018 0 0.099 0
0.019 0 0.099 0
0.02 0 0.099 0
0.021 0 0.099 0
0.022 0 0.099 0
0.023 0 0.099 0
0.024 0 0.099 0
0.025 0 0.099 0
0.026 0 0.099 0
0.027 0 0.099 0
0.028 0 0.099 0
0.029 0 0.099 0
0.03 0 0.099 0
0.031 0 0.099 0
0.032 0 0.099 0
0.033 0 0.099 0
0.034 0 0.099 0
0.035 0 0.099 0
-0.035 0 0.1 0
-0.034 0 0.1 0
-0.033 0 0.1 0
-0.032 0 0.1 0
-0.031 0 0.1 0
-0.03 0 0.1 0
-0.029 0 0.1 0
-0.028 0 0.1 0
-0.027 0 0.1 0
-0.026 0 0.1 0
-0.025 0 0.1 0
-0.024 0 0.1 0
-0.023 0 0.1 0
-0.022 0 0.1 0
-0.021 0 0.1 0
-0.02 0 0.1 0
-0.019 0 0.1 0
-0.018 0 0.1 0
-0.017 0 0.1 0
-0.016 0 0.1 0
-0.015 0 0.1 0
-0.014 0 0.1 0
-0.013 0 0.1 0
-0.012 0 0.1 0
-0.011 0 0.1 0
-0.01 0 0.1 0
-0.009 0 0.1 0
-0.008 0 0.1 0
-0.007 0 0.1 0
-0.006 0 0.1 0
-0.005 0 0.1 0
-0.004 0 0.1 0
-0.003 0 0.1 0
-0.002 0 0.1 0
-0.001 0 0.1 6.49341e-08
0 0 0.1 4.41839e-07
0.001 0 0.1 6.03654e-09
0.002 0 0.1 0
0.003 0 0.1 0
0.004 0 0.1 0
0.005 0 0.1 0
0.006 0 0.1 0
0.007 0 0.1 0
0.008 0 0.1 0
0.009 0 0.1 0
0.01 0 0.1 0
0.011 0 0.1 0
0.012 0 0.1 0
0.013 0 0.1 0
0.014 0 0.1 0
0.015 0 0.1 0
0.016 0 0.1 0
0.017 0 0.1 0
0.018 0 0.1 0
0.019 0 0.1 0
0.02 0 0.1 0
0.021 0 0.1 0
0.022 0 0.1 0
0.023 0 0.1 0
0.024 0 0.1 0
0.025 0 0.1 0
0.026 0 0.1 0
0.027 0 0.1 0
0.028 0 0.1 0
0.029 0 0.1 0
0.03 0 0.1 0
0.031 0 0.1 0
0.032 0 0.1 0
0.033 0 0.1 0
0.034 0 0.1 0
0.035 0 0.1 0
-0.035 0 0.101 0
-0.034 0 0.101 0
-0.033 0 0.101 0
-0.032 0 0.101 0
-0.031 0 0.101 0
-0.03 0 0.101 0
-0.029 0 0.101 0
-0.028 0 0.101 0
-0.027 0 0.101 0
-0.026 0 0.101 0
-0.025 0 0.101 0
-0.024 0 0.101 0
-0.023 0 0.101 0
-0.022 0 0.101 0
-0.021 0 0.101 0
-0.02 0 0.101 0
-0.019 0 0.101 0
-0.018 0 0.101 0
-0.017 0 0.101 0
-0.016 0 0.101 0
-0.015 0 0.101 0
-0.014 0 0.101 0
-0.013 0 0.101 0
-0.012 0 0.101 0
-0.011 0 0.101 0
-0.01 0 0.101 0
-0.009 0 0.101 0
-0.008 0 0.101 0
-0.007 0 0.101 0
-0.006 0 0.101 0
-0.005 0 0.101 0
-0.004 0 0.101 0
-0.003 0 0.101 0
-0.002 0 0.101 0
-0.001 0 0.101 6.21801e-08
0 0 0.101 4.3722e-07
0.001 0 0.101 5.44025e-09
0.002 0 0.101 0
0.003 0 0.101 0
0.004 0 0.101 0
0.005 0 0.101 0
0.006 0 0.101 0
0.007 0 0.101 0
0.008 0 0.101 0
0.009 0 0.101 0
0.01 0 0.101 0
0.011 0 0.101 0
0.012 0 0.101 0
0.013 0 0.101 0
0.014 0 0.101 0
0.015 0 0.101 0
0.016 0 0.101 0
0.017 0 0.101 0
0.018 0 0.101 0
0.019 0 0.101 0
0.02 0 0.101 0
0.021 0 0.101 0
0.022 0 0.101 0
0.023 0 0.101 0
0.024 0 0.101 0
0.025 0 0.101 0
0.026 0 0.101 0
0.027 0 0.101 0
0.028 0 0.101 0
0.029 0 0.101 0
0.03 0 0.101 0
0.031 0 0.101 0
0.032 0 0.101 0
0.033 0 0.101 0
0.034 0 0.101 0
0.035 0 0.101 0
-0.035 0 0.102 0
-0.034 0 0.102 0
-0.033 0 0.102 0
-0.032 0 0.102 0
-0.031 0 0.102 0
-0.03 0 0.102 0
-0.029 0 0.102 0
-0.028 0 0.102 0
-0.027 0 0.102 0
-0.026 0 0.102 0
-0.025 0 0.102 0
-0.024 0 0.102 0
-0.023 0 0.102 0
-0.022 0 0.102 0
-0.021 0 0.102 0
-0.02 0 0.102 0
-0.019 0 0.102 0
-0.018 0 0.102 0
-0.017 0 0.102 0
-0.016 0 0.102 0
-0.015 0 0.102 0
-0.014 0 0.102 0
-0.013 0 0.102 0
-0.012 0 0.102 0
-0.011 0 0.102 0
-0.01 0 0.102 0
-0.009 0 0.102 0
-0.008 0 0.102 0
-0.007 0 0.102 0
-0.006 0 0.102 0
-0.005 0 0.102 0
-0.004 0 0.102 0
-0.003 0 0.102 0
-0.002 0 0.102 0
-0.001 0 0.102 5.85883e-08
0 0 0.102 4.39759e-07
0.001 0 0.102 5.60627e-09
0.002 0 0.102 0
0.003 0 0.102 0
0.004 0 0.102 0
0.005 0 0.102 0
0.006 0 0.102 0
0.007 0 0.102 0
0.008 0 0.102 0
0.009 0 0.102 0
0.01 0 0.102 0
0.011 0 0.102 0
0.012 0 0.102 0
0.013 0 0.102 0
0.014 0 0.102 0
0.015 0 0.102 0
0.016 0 0.102 0
0.017 0 0.102 0
0.018 0 0.102 0
0.019 0 0.102 0
0.02 0 0.102 0
0.021 0 0.102 0
0.022 0 0.102 0
0.023 0 0.102 0
0.024 0 0.102 0
0.025 0 0.102 0
0.026 0 0.102 0
0.027 0 0.102 0
0.028 0 0.102 0
0.029 0 0.102 0
0.03 0 0.102 0
0.031 0 0.102 0
0.032 0 0.102 0
0.033 0 0.102 0
0.034 0 0.102 0
0.035 0 0.102 0
-0.035 0 0.103 0
-0.034 0 0.103 0
-0.033 0 0.103 0
-0.032 0 0.103 0
-0.031 0 0.103 0
-0.03 0 0.103 0
-0.029 0 0.103 0
-0.028 0 0.103 0
-0.027 0 0.103 0
-0.026 0 0.103 0
-0.025 0 0.103 0
-0.024 0 0.103 0
-0.023 0 0.103 0
-0.022 0 0.103 0
-0.021 0 0.103 0
-0.02 0 0.103 0
-0.019 0 0.103 0
-0.018 0 0.103 0
-0.017 0 0.103 0
-0.016 0 0.103 0
-0.015 0 0.103 0
-0.014 0 0.103 0
-0.013 0 0.103 0
-0.012 0 0.103 0
-0.011 0 0.103 0
-0.01 0 0.103 0
-0.009 0 0.103 0
-0.008 0 0.103 0
-0.007 0 0.103 0
-0.006 0 0.103 0
-0.005 0 0.103 0
-0.004 0 0.103 0
-0.003 0 0.103 0
-0.002 0 0.103 0
-0.001 0 0.103 5.44184e-08
0 0 0.103 4.45147e-07
0.001 0 0.103 6.164e-09
0.002 0 0.103 0
0.003 0 0.103 0
0.004 0 0.103 0
0.005 0 0.103 0
0.006 0 0.103 0
0.007 0 0.103 0
0.008 0 0.103 0
0.009 0 0.103 0
0.01 0 0.103 0
0.011 0 0.103 0
0.012 0 0.103 0
0.013 0 0.103 0
0.014 0 0.103 0
0.015 0 0.103 0
0.016 0 0.103 0
0.017 0 0.103 0
0.018 0 0.103 0
0.019 0 0.103 0
0.02 0 0.103 0
0.021 0 0.103 0
0.022 0 0.103 0
0.023 0 0.103 0
0.024 0 0.103 0
0.025 0 0.103 0
0.026 0 0.103 0
0.027 0 0.103 0
0.028 0 0.103 0
0.029 0 0.103 0
0.03 0 0.103 0
0.031 0 0.103 0
0.032 0 0.103 0
0.033 0 0.103 0
0.034 0 0.103 0
0.035 0 0.103 0
-0.035 0 0.104 0
-0.034 0 0.104 0
-0.033 0 0.104 0
-0.032 0 0.104 0
-0.031 0 0.104 0
-0.03 0 0.104 0
-0.029 0 0.104 0
-0.028 0 0.104 0
-0.027 0 0.104 0
-0.026 0 0.104 0
-0.025 0 0.104 0
-0.024 0 0.104 0
-0.023 0 0.104 0
-0.022 0 0.104 0
-0.021 0 0.104 0
-0.02 0 0.104 0
-0.019 0 0.104 0
-0.018 0 0.104 0
-0.017 0 0.104 0
-0.016 0 0.104 0
-0.015 0 0.104 0
-0.014 0 0.104 0
-0.013 0 0.104 0
-0.012 0 0.104 0
-0.011 0 0.104 0
-0.01 0 0.104 0
-0.009 0 0.104 0
-0.008 0 0.104 0
-0.007 0 0.104 0
-0.006 0 0.104 0
-0.005 0 0.104 0
-0.004 0 0.104 0
-0.003 0 0.104 0
-0.002 0 0.104 0
-0.001 0 0.104 4.98795e-08
0 0 0.104 4.51726e-07
0.001 0 0.104 6.99558e-09
0.002 0 0.104 0
0.003 0 0.104 0
0.004 0 0.104 0
0.005 0 0.104 0
0.006 0 0.104 0
0.007 0 0.104 0
0.008 0 0.104 0
0.009 0 0.104 0
0.01 0 0.104 0
0.011 0 0.104 0
0.012 0 0.104 0
0.013 0 0.104 0
0.014 0 0.104 0
0.015 0 0.104 0
0.016 0 0.104 0
0.017 0 0.104 0
0.018 0 0.104 0
0.019 0 0.104 0
0.02 0 0.104 0
0.021 0 0.104 0
0.022 0 0.104 0
0.023 0 0.104 0
0.024 0 0.104 0
0.025 0 0.104 0
0.026 0 0.104 0
0.027 0 0.104 0
0.028 0 0.104 0
0.029 0 0.104 0
0.03 0 0.104 0
0.031 0 0.104 0
0.032 0 0.104 0
0.033 0 0.104 0
0.034 0 0.104 0
0.035 0 0.104 0
-0.035 0 0.105 0
-0.034 0 0.105 0
-0.033 0 0.105 0
-0.032 0 0.105 0
-0.031 0 0.105 0
-0.03 0 0.105 0
-0.029 0 0.105 0
-0.028 0 0.105 0
-0.027 0 0.105 0
-0.026 0 0.105 0
-0.025 0 0.105 0
-0.024 0 0.105 0
-0.023 0 0.105 0
-0.022 0 0.105 0
-0.021 0 0.105 0
-0.02 0 0.105 0
-0.019 0 0.105 0
-0.018 0 0.105 0
-0.017 0 0.105 0
-0.016 0 0.105 0
-0.015 0 0.105 0
-0.014 0 0.105 0
-0.013 0 0.105 0
-0.012 0 0.105 0
-0.011 0 0.105 0
-0.01 0 0.105 0
-0.009 0 0.105 0
-0.008 0 0.105 0
-0.007 0 0.105 0
-0.006 0 0.105 0
-0.005 0 0.105 0
-0.004 0 0.105 0
-0.003 0 0.105 0
-0.002 0 0.105 0
-0.001 0 0.105 4.51141e-08
0 0 0.105 4.587e-07
0.001 0 0.105 8.06224e-09
0.002 0 0.105 0
0.003 0 0.105 0
0.004 0 0.105 0
0.005 0 0.105 0
0.006 0 0.105 0
0.007 0 0.105 0
0.008 0 0.105 0
0.009 0 0.105 0
0.01 0 0.105 0
0.011 0 0.105 0
0.012 0 0.105 0
0.013 0 0.105 0
0.014 0 0.105 0
0.015 0 0.105 0
0.016 0 0.105 0
0.017 0 0.105 0
0.018 0 0.105 0
0.019 0 0.105 0
0.02 0 0.105 0
0.021 0 0.105 0
0.022 0 0.105 0
0.023 0 0.105 0
0.024 0 0.105 0
0.025 0 0.105 0
0.026 0 0.105 0
0.027 0 0.105 0
0.028 0 0.105 0
0.029 0 0.105 0
0.03 0 0.105 0
0.031 0 0.105 0
0.032 0 0.105 0
0.033 0 0.105 0
0.034 0 0.105 0
0.035 0 0.105 0
-0.035 0 0.106 0
-0.034 0 0.106 0
-0.033 0 0.106 0
-0.032 0 0.106 0
-0.031 0 0.106 0
-0.03 0 0.106 0
-0.029 0 0.106 0
-0.028 0 0.106 0
-0.027 0 0.106 0
-0.026 0 0.106 0
-0.025 0 0.106 0
-0.024 0 0.106 0
-0.023 0 0.106 0
-0.022 0 0.106 0
-0.021 0 0.106 0
-0.02 0 0.106 0
-0.019 0 0.106 0
-0.018 0 0.106 0
-0.017 0 0.106 0
-0.016 0 0.106 0
-0.015 0 0.106 0
-0.014 0 0.106 0
-0.013 0 0.106 0
-0.012 0 0.106 0
-0.011 0 0.106 0
-0.01 0 0.106 0
-0.009 0 0.106 0
-0.008 0 0.106 0
-0.007 0 0.106 0
-0.006 0 0.106 0
-0.005 0 0.106 0
-0.004 0 0.106 0
-0.003 0 0.106 0
-0.002 0 0.106 0
-0.001 0 0.106 4.02292e-08
0 0 0.106 4.65625e-07
0.001 0 0.106 9.3539e-09
0.002 0 0.106 0
0.003 0 0.106 0
0.004 0 0.106 0
0.005 0 0.106 0
0.006 0 0.106 0
0.007 0 0.106 0
0.008 0 0.106 0
0.009 0 0.106 0
0.01 0 0.106 0
0.011 0 0.106 0
0.012 0 0.106 0
0.013 0 0.106 0
0.014 0 0.106 0
0.015 0 0.106 0
0.016 0 0.106 0
0.017 0 0.106 0
0.018 0 0.106 0
0.019 0 0.106 0
0.02 0 0.106 0
0.021 0 0.106 0
0.022 0 0.106 0
0.023 0 0.106 0
0.024 0 0.106 0
0.025 0 0.106 0
0.026 0 0.106 0
0.027 0 0.106 0
0.028 0 0.106 0
0.029 0 0.106 0
0.03 0 0.106 0
0.031 0 0.106 0
0.032 0 0.106 0
0.033 0 0.106 0
0.034 0 0.106 0
0.035 0 0.106 0
-0.035 0 0.107 0
-0.034 0 0.107 0
-0.033 0 0.107 0
-0.032 0 0.107 0
-0.031 0 0.107 0
-0.03 0 0.107 0
-0.029 0 0.107 0
-0.028 0 0.107 0
-0.027 0 0.107 0
-0.026 0 0.107 0
-0.025 0 0.107 0
-0.024 0 0.107 0
-0.023 0 0.107 0
-0.022 0 0.107 0
-0.021 0 0.107 0
-0.02 0 0.107 0
-0.019 0 0.107 0
-0.018 0 0.107 0
-0.017 0 0.107 0
-0.016 0 0.107 0
-0.015 0 0.107 0
-0.014 0 0.107 0
-0.013 0 0.107 0
-0.012 0 0.107 0
-0.011 0 0.107 0
-0.01 0 0.107 0
-0.009 0 0.107 0
-0.008 0 0.107 0
-0.007 0 0.107 0
-0.006 0 0.107 0
-0.005 0 0.107 0
-0.004 0 0.107 0
-0.003 0 0.107 0
-0.002 0 0.107 0
-0.001 0 0.107 3.53096e-08
0 0 0.107 4.72199e-07
0.001 0 0.107 1.08747e-08
0.002 0 0.107 0
0.003 0 0.107 0
0.004 0 0.107 0
0.005 0 0.107 0
0.006 0 0.107 0
0.007 0 0.107 0
0.008 0 0.107 0
0.009 0 0.107 0
0.01 0 0.107 0
0.011 0 0.107 0
0.012 0 0.107 0
0.013 0 0.107 0
0.014 0 0.107 0
0.015 0 0.107 0
0.016 0 0.107 0
0.017 0 0.107 0
0.018 0 0.107 0
0.019 0 0.107 0
0.02 0 0.107 0
0.021 0 0.107 0
0.022 0 0.107 0
0.023 0 0.107 0
0.024 0 0.107 0
0.025 0 0.107 0
0.026 0 0.107 0
0.027 0 0.107 0
0.028 0 0.107 0
0.029 0 0.107 0
0.03 0 0.107 0
0.031 0 0.107 0
0.032 0 0.107 0
0.033 0 0.107 0
0.034 0 0.107 0
0.035 0 0.107 0
-0.035 0 0.108 0
-0.034 0 0.108 0
-0.033 0 0.108 0
-0.032 0 0.108 0
-0.031 0 0.108 0
-0.03 0 0.108 0
-0.029 0 0.108 0
-0.028 0 0.108 0
-0.027 0 0.108 0
-0.026 0 0.108 0
-0.025 0 0.108 0
-0.024 0 0.108 0
-0.023 0 0.108 0
-0.022 0 0.108 0
-0.021 0 0.108 0
-0.02 0 0.108 0
-0.019 0 0.108 0
-0.018 0 0.108 0
-0.017 0 0.108 0
-0.016 0 0.108 0
-0.015 0 0.108 0
-0.014 0 0.108 0
-0.013 0 0.108 0
-0.012 0 0.108 0
-0.011 0 0.108 0
-0.01 0 0.108 0
-0.009 0 0.108 0
-0.008 0 0.108 0
-0.007 0 0.108 0
-0.006 0 0.108 0
-0.005 0 0.108 0
-0.004 0 0.108 0
-0.003 0 0.108 0
-0.002 0 0.108 0
-0.001 0 0.108 3.04268e-08
0 0 0.108 4.78191e-07
0.001 0 0.108 1.26392e-08
0.002 0 0.108 0
0.003 0 0.108 0
0.004 0 0.108 0
0.005 0 0.108 0
0.006 0 0.108 0
0.007 0 0.108 0
0.008 0 0.108 0
0.009 0 0.108 0
0.01 0 0.108 0
0.011 0 0.108 0
0.012 0 0.108 0
0.013 0 0.108 0
0.014 0 0.108 0
0.015 0 0.108 0
0.016 0 0.108 0
0.017 0 0.108 0
0.018 0 0.108 0
0.019 0 0.108 0
0.02 0 0.108 0
0.021 0 0.108 0
0.022 0 0.108 0
0.023 0 0.108 0
0.024 0 0.108 0
0.025 0 0.108 0
0.026 0 0.108 0
0.027 0 0.108 0
0.028 0 0.108 0
0.029 0 0.108 0
0.03 0 0.108 0
0.031 0 0.108 0
0.032 0 0.108 0
0.033 0 0.108 0
0.034 0 0.108 0
0.035 0 0.108 0
-0.035 0 0.109 0
-0.034 0 0.109 0
-0.033 0 0.109 0
-0.032 0 0.109 0
-0.031 0 0.109 0
-0.03 0 0.109 0
-0.029 0 0.109 0
-0.028 0 0.109 0
-0.027 0 0.109 0
-0.026 0 0.109 0
-0.025 0 0.109 0
-0.024 0 0.109 0
-0.023 0 0.109 0
-0.022 0 0.109 0
-0.021 0 0.109 0
-0.02 0 0.109 0
-0.019 0 0.109 0
-0.018 0 0.109 0
-0.017 0 0.109 0
-0.016 0 0.109 0
-0.015 0 0.109 0
-0.014 0 0.109 0
-0.013 0 0.109 0
-0.012 0 0.109 0
-0.011 0 0.109 0
-0.01 0 0.109 0
-0.009 0 0.109 0
-0.008 0 0.109 0
-0.007 0 0.109 0
-0.006 0 0.109 0
-0.005 0 0.109 0
-0.004 0 0.109 0
-0.003 0 0.109 0
-0.002 0 0.109 0
-0.001 0 0.109 2.56457e-08
0 0 0.109 4.83393e-07
0.001 0 0.109 1.46684e-08
0.002 0 0.109 0
0.003 0 0.109 0
0.004 0 0.109 0
0.005 0 0.109 0
0.006 0 0.109 0
0.007 0 0.109 0
0.008 0 0.109 0
0.009 0 0.109 0
0.01 0 0.109 0
0.011 0 0.109 0
0.012 0 0.109 0
0.013 0 0.109 0
0.014 0 0.109 0
0.015 0 0.109 0
0.016 0 0.109 0
0.017 0 0.109 0
0.018 0 0.109 0
0.019 0 0.109 0
0.02 0 0.109 0
0.021 0 0.109 0
0.022 0 0.109 0
0.023 0 0.109 0
0.024 0 0.109 0
0.025 0 0.109 0
0.026 0 0.109 0
0.027 0 0.109 0
0.028 0 0.109 0
0.029 0 0.109 0
0.03 0 0.109 0
0.031 0 0.109 0
0.032 0 0.109 0
0.033 0 0.109 0
0.034 0 0.109 0
0.035 0 0.109 0
-0.035 0 0.11 0
-0.034 0 0.11 0
-0.033 0 0.11 0
-0.032 0 0.11 0
-0.031 0 0.11 0
-0.03 0 0.11 0
-0.029 0 0.11 0
-0.028 0 0.11 0
-0.027 0 0.11 0
-0.026 0 0.11 0
-0.025 0 0.11 0
-0.024 0 0.11 0
-0.023 0 0.11 0
-0.022 0 0.11 0
-0.021 0 0.11 0
-0.02 0 0.11 0
-0.019 0 0.11 0
-0.018 0 0.11 0
-0.017 0 0.11 0
-0.016 0 0.11 0
-0.015 0 0.11 0
-0.014 0 0.11 0
-0.013 0 0.11 0
-0.012 0 0.11 0
-0.011 0 0.11 0
-0.01 0 0.11 0
-0.009 0 0.11 0
-0.008 0 0.11 0
-0.007 0 0.11 0
-0.006 0 0.11 0
-0.005 0 0.11 0
-0.004 0 0.11 0
-0.003 0 0.11 0
-0.002 0 0.11 0
-0.001 0 0.11 2.1029e-08
0 0 0.11 4.87601e-07
0.001 0 0.11 1.69894e-08
0.002 0 0.11 0
0.003 0 0.11 0
0.004 0 0.11 0
0.005 0 0.11 0
0.006 0 0.11 0
0.007 0 0.11 0
0.008 0 0.11 0
0.009 0 0.11 0
0.01 0 0.11 0
0.011 0 0.11 0
0.012 0 0.11 0
0.013 0 0.11 0
0.014 0 0.11 0
0.015 0 0.11 0
0.016 0 0.11 0
0.017 0 0.11 0
0.018 0 0.11 0
0.019 0 0.11 0
0.02 0 0.11 0
0.021 0 0.11 0
0.022 0 0.11 0
0.023 0 0.11 0
0.024 0 0.11 0
0.025 0 0.11 0
0.026 0 0.11 0
0.027 0 0.11 0
0.028 0 0.11 0
0.029 0 0.11 0
0.03 0 0.11 0
0.031 0 0.11 0
0.032 0 0.11 0
0.033 0 0.11 0
0.034 0 0.11 0
0.035 0 0.11 0
-0.035 0 0.111 0
-0.034 0 0.111 0
-0.033 0 0.111 0
-0.032 0 0.111 0
-0.031 0 0.111 0
-0.03 0 0.111 0
-0.029 0 0.111 0
-0.028 0 0.111 0
-0.027 0 0.111 0
-0.026 0 0.111 0
-0.025 0 0.111 0
-0.024 0 0.111 0
-0.023 0 0.111 0
-0.022 0 0.111 0
-0.021 0 0.111 0
-0.02 0 0.111 0
-0.019 0 0.111 0
-0.018 0 0.111 0
-0.017 0 0.111 0
-0.016 0 0.111 0
-0.015 0 0.111 0
-0.014 0 0.111 0
-0.013 0 0.111 0
-0.012 0 0.111 0
-0.011 0 0.111 0
-0.01 0 0.111 0
-0.009 0 0.111 0
-0.008 0 0.111 0
-0.007 0 0.111 0
-0.006 0 0.111 0
-0.005 0 0.111 0
-0.004 0 0.111 0
-0.003 0 0.111 0
-0.002 0 0.111 0
-0.001 0 0.111 1.66419e-08
0 0 0.111 4.90601e-07
0.001 0 0.111 1.96365e-08
0.002 0 0.111 0
0.003 0 0.111 0
0.004 0 0.111 0
0.005 0 0.111 0
0.006 0 0.111 0
0.007 0 0.111 0
0.008 0 0.111 0
0.009 0 0.111 0
0.01 0 0.111 0
0.011 0 0.111 0
0.012 0 0.111 0
0.013 0 0.111 0
0.014 0 0.111 0
0.015 0 0.111 0
0.016 0 0.111 0
0.017 0 0.111 0
0.018 0 0.111 0
0.019 0 0.111 0
0.02 0 0.111 0
0.021 0 0.111 0
0.022 0 0.111 0
0.023 0 0.111 0
0.024 0 0.111 0
0.025 0 0.111 0
0.026 0 0.111 0
0.027 0 0.111 0
0.028 0 0.111 0
0.029 0 0.111 0
0.03 0 0.111 0
0.031 0 0.111 0
0.032 0 0.111 0
0.033 0 0.111 0
0.034 0 0.111 0
0.035 0 0.111 0
-0.035 0 0.112 0
-0.034 0 0.112 0
-0.033 0 0.112 0
-0.032 0 0.112 0
-0.031 0 0.112 0
-0.03 0 0.112 0
-0.029 0 0.112 0
-0.028 0 0.112 0
-0.027 0 0.112 0
-0.026 0 0.112 0
-0.025 0 0.112 0
-0.024 0 0.112 0
-0.023 0 0.112 0
-0.022 0 0.112 0
-0.021 0 0.112 0
-0.02 0 0.112 0
-0.019 0 0.112 0
-0.018 0 0.112 0
-0.017 0 0.112 0
-0.016 0 0.112 0
-0.015 0 0.112 0
-0.014 0 0.112 0
-0.013 0 0.112 0
-0.012 0 0.112 0
-0.011 0 0.112 0
-0.01 0 0.112 0
-0.009 0 0.112 0
-0.008 0 0.112 0
-0.007 0 0.112 0
-0.006 0 0.112 0
-0.005 0 0.112 0
-0.004 0 0.112 0
-0.003 0 0.112 0
-0.002 0 0.112 0
-0.001 0 0.112 1.25582e-08
0 0 0.112 4.92148e-07
0.001 0 0.112 2.26532e-08
0.002 0 0.112 0
0.003 0 0.112 0
0.004 0 0.112 0
0.005 0 0.112 0
0.006 0 0.112 0
0.007 0 0.112 0
0.008 0 0.112 0
0.009 0 0.112 0
0.01 0 0.112 0
0.011 0 0.112 0
0.012 0 0.112 0
0.013 0 0.112 0
0.014 0 0.112 0
0.015 0 0.112 0
0.016 0 0.112 0
0.017 0 0.112 0
0.018 0 0.112 0
0.019 0 0.112 0
0.02 0 0.112 0
0.021 0 0.112 0
0.022 0 0.112 0
0.023 0 0.112 0
0.024 0 0.112 0
0.025 0 0.112 0
0.026 0 0.112 0
0.027 0 0.112 0
0.028 0 0.112 0
0.029 0 0.112 0
0.03 0 0.112 0
0.031 0 0.112 0
0.032 0 0.112 0
0.033 0 0.112 0
0.034 0 0.112 0
0.035 0 0.112 0
-0.035 0 0.113 0
-0.034 0 0.113 0
-0.033 0 0.113 0
-0.032 0 0.113 0
-0.031 0 0.113 0
-0.03 0 0.113 0
-0.029 0 0.113 0
-0.028 0 0.113 0
-0.027 0 0.113 0
-0.026 0 0.113 0
-0.025 0 0.113 0
-0.024 0 0.113 0
-0.023 0 0.113 0
-0.022 0 0.113 0
-0.021 0 0.113 0
-0.02 0 0.113 0
-0.019 0 0.113 0
-0.018 0 0.113 0
-0.017 0 0.113 0
-0.016 0 0.113 0
-0.015 0 0.113 0
-0.014 0 0.113 0
-0.013 0 0.113 0
-0.012 0 0.113 0
-0.011 0 0.113 0
-0.01 0 0.113 0
-0.009 0 0.113 0
-0.008 0 0.113 0
-0.007 0 0.113 0
-0.006 0 0.113 0
-0.005 0 0.113 0
-0.004 0 0.113 0
-0.003 0 0.113 0
-0.002 0 0.113 0
-0.001 0 0.113 8.86378e-09
0 0 0.113 4.91956e-07
0.001 0 0.113 2.6091e-08
0.002 0 0.113 0
0.003 0 0.113 0
0.004 0 0.113 0
0.005 0 0.113 0
0.006 0 0.113 0
0.007 0 0.113 0
0.008 0 0.113 0
0.009 0 0.113 0
0.01 0 0.113 0
0.011 0 0.113 0
0.012 0 0.113 0
0.013 0 0.113 0
0.014 0 0.113 0
0.015 0 0.113 0
0.016 0 0.113 0
0.017 0 0.113 0
0.018 0 0.113 0
0.019 0 0.113 0
0.02 0 0.113 0
0.021 0 0.113 0
0.022 0 0.113 0
0.023 0 0.113 0
0.024 0 0.113 0
0.025 0 0.113 0
0.026 0 0.113 0
0.027 0 0.113 0
0.028 0 0.113 0
0.029 0 0.113 0
0.03 0 0.113 0
0.031 0 0.113 0
0.032 0 0.113 0
0.033 0 0.113 0
0.034 0 0.113 0
0.035 0 0.113 0
-0.035 0 0.114 0
-0.034 0 0.114 0
-0.033 0 0.114 0
-0.032 0 0.114 0
-0.031 0 0.114 0
-0.03 0 0.114 0
-0.029 0 0.114 0
-0.028 0 0.114 0
-0.027 0 0.114 0
-0.026 0 0.114 0
-0.025 0 0.114 0
-0.024 0 0.114 0
-0.023 0 0.114 0
-0.022 0 0.114 0
-0.021 0 0.114 0
-0.02 0 0.114 0
-0.019 0 0.114 0
-0.018 0 0.114 0
-0.017 0 0.114 0
-0.016 0 0.114 0
-0.015 0 0.114 0
-0.014 0 0.114 0
-0.013 0 0.114 0
-0.012 0 0.114 0
-0.011 0 0.114 0
-0.01 0 0.114 0
-0.009 0 0.114 0
-0.008 0 0.114 0
-0.007 0 0.114 0
-0.006 0 0.114 0
-0.005 0 0.114 0
-0.004 0 0.114 0
